record_type,name,phase,sponsor,match_tier,matched_dashboard_name,matched_candidate_text,matched_candidate_kind,dashboard_bucket,pipeline_scope,nct_ids
dashboard_only,Nilotinib BE,Phase 3,"KeifeRx, LLC",fuzzy_suggestion,,,,unresolved_naming_alias_issue,Therapeutic Drug,
dashboard_only,Nilvadipine,Phase 3,Prof Brian Lawlor,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Octohydroaminoacridine Succinate,Phase 3,"Changchun Huayang High-tech Co., Ltd; Shanghai Mental Health Center",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Omega-3 treatment,Phase 3,"University Hospital, Toulouse",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,P-tau217 Test,Phase 3,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PM012,Phase 3,"Mediforum Ltd., Co.; VTBIO Co. LTD",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Pimavanserin,Phase 3,ACADIA Pharmaceuticals Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Prednisone,Phase 3,National Institute on Aging (NIA),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RVT-101,Phase 3,Axovant Sciences Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Raloxifene,Phase 3,"Stanford University; University of Wisconsin, Madison",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Recombinant COVID-19 vaccine (adenovirus type 5 vector) for Inhalation (Ad5-nCoV-IH),Phase 3,CanSino Biologics Inc.,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),Phase 3,CanSino Biologics Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,"Resveratrol with Glucose, and Malate",Phase 3,US Department of Veterans Affairs,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Rivastigmine,Phase 3,Federal University of Bahia; Novartis,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rivastigmine patch,Phase 3,Novartis; Novartis Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rosiglitazone,Phase 3,GlaxoSmithKline; US Department of Veterans Affairs; University of Washington,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SK-PC-B70M,Phase 3,"SK Chemicals Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Semagludtide,Phase 3,Novo Nordisk A/S,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Sertraline (Zoloft),Phase 3,Johns Hopkins University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Simufilam,Phase 3,"Cassava Sciences, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Simvastatin,Phase 3,"National Institute on Aging (NIA); University of Massachusetts, Worcester; University of Wisconsin, Madison",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Sodium oligo-mannurarate,Phase 3,"Shanghai Greenvalley Pharmaceutical Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TRx0237,Phase 3,TauRx Therapeutics Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tafamidis,Phase 3,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Talsaclidine,Phase 3,Boehringer Ingelheim,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Thalidomide,Phase 3,Banner Health,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tramiprosate (3APS),Phase 3,Bellus Health Inc. - a GSK company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tylex,Phase 3,"Xuanwu Hospital, Beijing",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,VP4896,Phase 3,Voyager Pharmaceutical Corporation,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Valproate,Phase 3,Alzheimer's Disease Cooperative Study (ADCS),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Verubecestat,Phase 3,Merck Sharp & Dohme LLC,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Vitamin D,Phase 3,"University Hospital, Angers",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Vitamin E,Phase 3,National Institute on Aging (NIA),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Washout (2 wks),Phase 3,Seoul National University Bundang Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Wujia Yizhi granules,Phase 3,"Sichuan Jishengtang Pharmaceutical Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,XTR006,Phase 3,Sinotau Pharmaceutical Group,unmatched,,,,non_therapeutic_or_ambiguous,Needs Review,
dashboard_only,Xanamem,Phase 3,Actinogen Medical,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,[F-18]Flornaptitril,Phase 3,"CereMark Pharma, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,atomoxetine hydrochloride,Phase 3,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,bifeprunox,Phase 3,Solvay Pharmaceuticals,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,buntanetap/posiphen,Phase 3,Annovis Bio Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,citalopram,Phase 3,JHSPH Center for Clinical Trials,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,es-citalopram,Phase 3,New York State Psychiatric Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,estrogen,Phase 3,National Center for Research Resources (NCRR); National Institute on Aging (NIA); US Department of Veterans Affairs,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,galantamine,Phase 3,"Janssen Pharmaceutical K.K.; Janssen Research & Development, LLC; Janssen, LP; Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,icosapent ethyl (IPE),Phase 3,VA Office of Research and Development,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,indomethacin,Phase 3,Radboud University Medical Center,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,lecozotan SR (SRA-333),Phase 3,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,memantine HCl,Phase 3,Forest Laboratories; Merz Pharmaceuticals GmbH,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,oculomotor measurements,Phase 3,Assistance Publique - Hôpitaux de Paris,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,pioglitazone,Phase 3,National Institute on Aging (NIA); Takeda,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,risperidone,Phase 3,"Janssen Pharmaceutica N.V., Belgium; Janssen Pharmaceutical K.K.; Janssen, LP; Janssen-Cilag Pty Ltd; Johnson & Johnson Pharmaceutical Research & Development, L.L.C.; University of Pittsburgh",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,semagacestat,Phase 3,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,testosterone gel,Phase 3,University of Washington,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,tributyrin,Phase 3,Universidad de Almeria,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,xaliproden (SR57746A),Phase 3,Sanofi,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,11C-ER176,Phase 2,Columbia University; National Institute of Mental Health (NIMH); The Methodist Hospital Research Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,11C-PBR28,Phase 2,Patrick Lao; University of Pennsylvania,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,12 cm2 - 2 Active DMTS Patches,Phase 2,"Teikoku Pharma USA, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,18F-92,Phase 2,First Affiliated Hospital of Fujian Medical University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,18F-AV-133,Phase 2,Avid Radiopharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,18F-OP-801,Phase 2,"Ashvattha Therapeutics, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,2-hydroxybenzylamine acetate,Phase 2,MTI Biotech Inc,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,250mg rilapladib,Phase 2,GlaxoSmithKline,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,3TC,Phase 2,The University of Texas Health Science Center at San Antonio,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AAB-001,Phase 2,Pharmacology Research Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABBV-1758,Phase 2,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABBV-552,Phase 2,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABBV-8E12,Phase 2,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABBV-916,Phase 2,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABT-089,Phase 2,Abbott,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,ABT-126,Phase 2,"AbbVie (prior sponsor, Abbott); Abbott",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABT-288,Phase 2,"AbbVie (prior sponsor, Abbott)",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABT-384,Phase 2,"AbbVie (prior sponsor, Abbott)",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABvac40,Phase 2,Araclon Biotech S.L.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AC-3933,Phase 2,"Sumitomo Pharma America, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ACC-001,Phase 2,Pfizer,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,ACC-001 (vanutide cridificar),Phase 2,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AD-35,Phase 2,Zhejiang Hisun Pharmaceutical Co. Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AD04,Phase 2,ADvantage Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ADENOSINE TRIPHOSPHATE,Phase 2,Sara Varea,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AFFITOPE AD02,Phase 2,Affiris AG,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,AH110690 (18F),Phase 2,GE Healthcare,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AL001,Phase 2,"Alzamend Neuro, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AL002,Phase 2,Alector Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALZ-801,Phase 2,Alzheon Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALZN002 (autologous DCs pulsed with E22W mutant peptide).,Phase 2,"Alzamend Neuro, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AMDX-2011P,Phase 2,Amydis Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AMX0035,Phase 2,Amylyx Pharmaceuticals Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AN-1792 also known as AIP-001,Phase 2,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,APH-1105,Phase 2,Aphios,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AQW051,Phase 2,Novartis Pharmaceuticals,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,ARO-MAPT-SC,Phase 2,Arrowhead Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ASN51,Phase 2,Asceneuron Pty Ltd.; Asceneuron S.A.,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,AVE1625,Phase 2,Sanofi,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD0530,Phase 2,Yale University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD1446,Phase 2,AstraZeneca,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD3480,Phase 2,AstraZeneca; Targacept Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD5213,Phase 2,AstraZeneca,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Acitretin,Phase 2,K. Lieb,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Active Treatment- CT1812,Phase 2,Cognition Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,All Subjects,Phase 2,"University of Wisconsin, Madison",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Allogeneic MSC,Phase 2,Longeveron Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Allopregnanolone,Phase 2,University of Arizona,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Alpha-Linolenic Acid,Phase 2,"Michal Schnaider Beeri, Ph.D.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Anatabloc(R),Phase 2,"Rock Creek Pharmaceuticals, Inc.",unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Astragalus Membranaceus Root,Phase 2,Fujian Medical University Union Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AstroStem,Phase 2,Nature Cell Co. Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Atomoxetine,Phase 2,Emory University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Atorvastatin calcium,Phase 2,Institute for the Study of Aging (ISOA),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Avagacestat,Phase 2,Bristol-Myers Squibb,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,BI 409306,Phase 2,Boehringer Ingelheim,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BIIB092,Phase 2,Biogen,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,BMS-708163,Phase 2,Bristol-Myers Squibb,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BPN14770,Phase 2,Tetra Discovery Partners,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bacillus Calmette-Guerin (BCG),Phase 2,Massachusetts General Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bacillus of Calmette and Guerin (BCG),Phase 2,"Mindful Diagnostics and Therapeutics, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bapineuzumab (AAB-001),Phase 2,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Bepranemab,Phase 2,UCB Biopharma SRL,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bexarotene,Phase 2,"ReXceptor, Inc.; The Cleveland Clinic",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Biological/Vaccine: Bacillus Calmette-Guerin (BCG),Phase 2,"Steven E Arnold, MD",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bromocriptine Mesilate,Phase 2,Kyoto University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bryostatin,Phase 2,"Neurotrope Bioscience, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bryostatin 1,Phase 2,"Neurotrope Bioscience, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Bryostatin for,Phase 2,Blanchette Rockefeller Neurosciences Insitute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CAD106,Phase 2,Novartis; Novartis Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CB-AC-02,Phase 2,"CHABiotech CO., Ltd",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CBD,Phase 2,Sunnybrook Health Sciences Centre,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CERE-110: Adeno-Associated Virus Surgery,Phase 2,Sangamo Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CHF 5074,Phase 2,CERESPIR; Chiesi Farmaceutici S.p.A.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,COT,Phase 2,Evon Medics LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CPC-201,Phase 2,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CX516,Phase 2,RespireRx,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CX516 (Ampalex),Phase 2,National Institute of Neurological Disorders and Stroke (NINDS),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,CY6463,Phase 2,Tisento Therapeutics,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Canakinumab,Phase 2,Novartis Pharmaceuticals,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Candesartan,Phase 2,Emory University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Cannabis,Phase 2,Federal University of Latin American Integration,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Cerebrolysin + donepezil,Phase 2,Ever Neuro Pharma GmbH,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Circadin,Phase 2,Neurim Pharmaceuticals Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Curcumin,Phase 2,VA Office of Research and Development,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Curcumin C3 Complex,Phase 2,John Douglas French Foundation,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,DAOI-B,Phase 2,Chang Gung Memorial Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DAOIB plus AO,Phase 2,Chang Gung Memorial Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DCB-AD1,Phase 2,National Taiwan University Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DHA,Phase 2,University of Southern California,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DHP1401,Phase 2,"Daehwa Pharmaceutical Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DMB-I (Dimebon),Phase 2,Bigespas LTD,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,DMXB-A,Phase 2,CoMentis,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Dapagliflozin,Phase 2,"Jeff Burns, MD",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Daratumumab,Phase 2,"Marc L Gordon, MD",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Deferiprone,Phase 2,Neuroscience Trials Australia,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Diranersen,Phase 2,Biogen,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Dronabinol (Marinol®),Phase 2,Johns Hopkins University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,E2609,Phase 2,Eisai Inc.,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,EGb 761® (Tanakan®),Phase 2,Ipsen,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,EGb761®,Phase 2,Ipsen,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,EHT 0202 etazolate,Phase 2,Exonhit,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,EI-1071,Phase 2,Elixiron Immunotherapeutics Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ELND005,Phase 2,"OPKO Health, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ELND005 (scyllo-inositol),Phase 2,"OPKO Health, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,EVP-0962,Phase 2,FORUM Pharmaceuticals Inc,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Elderberry Juice,Phase 2,University of Missouri-Columbia,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Eligard,Phase 2,Weill Medical College of Cornell University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Epigallocatechin-3-gallate (EGCG),Phase 2,Parc de Salut Mar,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Etanercept,Phase 2,Life Extension Foundation Inc.; University of Southampton,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Exendin-4 SC,Phase 2,National Institute on Aging (NIA),unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Exosomes derived from umbilical cord mesenchymal stem cell for intranasal drop,Phase 2,"Xuanwu Hospital, Beijing",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Experimental Bapineuzumab,Phase 2,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,F-18 PMPBB3,Phase 2,Chang Gung Memorial Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,F18 Flutametamol,Phase 2,Mayo Clinic,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,FK962,Phase 2,Astellas Pharma Inc,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Fasting-Mimicking Diet ProlonADTM,Phase 2,University of Genova,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Filgrastim,Phase 2,Chang Gung Memorial Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Fisetin,Phase 2,Sunnybrook Health Sciences Centre,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Flos gossypii flavonoids,Phase 2,Capital Medical University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Formoterol A,Phase 2,Palo Alto Veterans Institute for Research,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,G-CSF; filgrastim,Phase 2,University of South Florida,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,GRF6019,Phase 2,"Alkahest, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,GSK239512,Phase 2,GlaxoSmithKline,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,GSK4527226,Phase 2,GlaxoSmithKline,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Ginkgo Biloba Extract 761,Phase 2,Hadassah Medical Organization,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Grape Powder,Phase 2,"University of California, Los Angeles",unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Gut-X-001,Phase 2,Beijing Tiantan Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,HB-adMSCs,Phase 2,Hope Biosciences LLC,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,HF0220,Phase 2,Hunter-Fleming Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,HT-4253,Phase 2,"Halia Therapeutics, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Human Mesenchymal Stem Cells and Lactated Riunger's,Phase 2,"Stemedica Cell Technologies, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Human Umbilical Cord Derived MSC,Phase 2,Affiliated Hospital to Academy of Military Medical Sciences,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Hydroxypropyl Beta Cyclodextrin,Phase 2,"Cyclo Therapeutics, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ID1201,Phase 2,IlDong Pharmaceutical Co Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,IFN-alpha2A,Phase 2,National Center for Research Resources (NCRR),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,IGC-AD1-Active,Phase 2,"IGC Pharma, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Infusion of AD-SVF via IV and Intranasal,Phase 2,Ageless Regenerative Institute,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Insulin Aspart,Phase 2,"Jeff Burns, MD; Wake Forest University Health Sciences",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Insulin glulisine,Phase 2,HealthPartners Institute,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Interferon beta-1a,Phase 2,"Merck KGaA, Darmstadt, Germany",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Interleukin-2,Phase 2,The Methodist Hospital Research Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Intravenous Immunoglobulin,Phase 2,Weill Medical College of Cornell University,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Isotretinoin,Phase 2,University Hospitals Cleveland Medical Center,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,JNJ-54861911,Phase 2,"Janssen Pharmaceutical K.K.; Janssen Research & Development, LLC",unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,JNJ-63733657,Phase 2,"Janssen Research & Development, LLC",unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,KDS2010,Phase 2,"NeuroBiogen Co., Ltd",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,L-Serine,Phase 2,Aleksandra Stark,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,LY2886721,Phase 2,Eli Lilly and Company,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,LY3202626,Phase 2,Eli Lilly and Company,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,LY3372689,Phase 2,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
