record_type,name,phase,sponsor,match_tier,matched_dashboard_name,matched_candidate_text,matched_candidate_kind,dashboard_bucket,pipeline_scope,nct_ids
dashboard_only,LY450139 dihydrate,Phase 2,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,LY451395,Phase 2,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Leronlimab,Phase 2,Weill Medical College of Cornell University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Leuprolide acetate,Phase 2,Voyager Pharmaceutical Corporation,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Levetiracetam (LEV),Phase 2,Sunnybrook Health Sciences Centre,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lidocaine / Prilocaine Topical Cream,Phase 2,"University of Dublin, Trinity College",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lipoic Acid plus Omega-3 Fatty Acids,Phase 2,Oregon Health and Science University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lipoic acid and fish oil concentrate,Phase 2,Oregon Health and Science University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Liraglutide,Phase 2,Imperial College London,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lithia water,Phase 2,American Society Of Thermalism And Climatology Inc,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Lithium,Phase 2,New York State Psychiatric Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lithium Carbonate,Phase 2,University of Sao Paulo,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lithium orotate,Phase 2,Johns Hopkins University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Lu AE58054,Phase 2,H. Lundbeck A/S,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MABT5102A,Phase 2,"Genentech, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MAR,Phase 2,"Noah Pharmaceuticals, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MEM 1003,Phase 2,Memory Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MEM 3454,Phase 2,Memory Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MK-1942,Phase 2,Merck Sharp & Dohme LLC,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,MK-7622,Phase 2,Merck Sharp & Dohme LLC,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,MK0249,Phase 2,Merck Sharp & Dohme LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MK0677,Phase 2,Merck Sharp & Dohme LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MK0952,Phase 2,Merck Sharp & Dohme LLC,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,MLC601,Phase 2,Shahid Beheshti University of Medical Sciences,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MMFS-205-SR,Phase 2,"Neurocentria, Inc.",unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,MP-101,Phase 2,Mediti Pharma Inc.,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,MSDC-0160,Phase 2,Metabolic Solutions Development Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,MW150,Phase 2,Neurokine Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Meganatural-Az Grapeseed Extract,Phase 2,Hillel Grossman,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Memantine Hydrochloride,Phase 2,University of Virginia,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Methylphenidate (MPH),Phase 2,Sunnybrook Health Sciences Centre,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Mifepristone,Phase 2,Corcept Therapeutics,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Minocycline,Phase 2,Huntington Medical Research Institutes,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Mobilan (M-VM3),Phase 2,Panacela Labs LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Montelukast,Phase 2,Emory University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Montelukast buccal film,Phase 2,IntelGenx Corp.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NEOD001,Phase 2,Prothena Biosciences Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NIC5-15,Phase 2,Humanetics Corporation; VA Office of Research and Development,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NP031112,Phase 2,Noscira SA,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NPI-001,Phase 2,Arctic Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NS 2330 (Tesofensine),Phase 2,Boehringer Ingelheim,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NanoLithium® NP03,Phase 2,Medesis Pharma SA,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Nefiracetam,Phase 2,National Institute of Neurological Disorders and Stroke (NINDS),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NeuroEPO,Phase 2,University of Saskatchewan,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,NewGam 10% IVIG,Phase 2,Sutter Health,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Niacin,Phase 2,Indiana University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Nicotinamide,Phase 2,"University of California, Irvine",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Nicotinamide Riboside (NR),Phase 2,Haukeland University Hospital,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Nicotine Patch,Phase 2,University of Southern California,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Nilotinib (s) Once a Day by Mouth,Phase 2,Georgetown University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Novasoy,Phase 2,"University of Wisconsin, Madison",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Nutriceutical formulation,Phase 2,"University of Massachusetts, Worcester",unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Nutritional Supplement,Phase 2,National Institute on Aging (NIA),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ONO-2506PO,Phase 2,Ono Pharma USA Inc,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ORM-12741,Phase 2,"Orion Corporation, Orion Pharma",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Obicetrapib,Phase 2,NewAmsterdam Pharma,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Omega 3 PUFA,Phase 2,Oregon Health and Science University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PBT2,Phase 2,Prana Biotechnology Limited,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PF-04360365,Phase 2,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PF-04447943,Phase 2,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PF-04494700,Phase 2,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PF-05212377 (SAM-760),Phase 2,Pfizer,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,PMPBB3,Phase 2,Chang Gung Memorial Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PPI-1019 (APAN),Phase 2,PRAECIS Pharmaceuticals Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PQ912,Phase 2,Vivoryon Therapeutics N.V.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PRI-002,Phase 2,PRInnovation GmbH,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PRX-03140,Phase 2,"Epix Pharmaceuticals, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PTI-125,Phase 2,Pain Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PXT00864,Phase 2,Pharnext S.C.A.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PYM50028,Phase 2,Phytopharm,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Panax Ginseng,Phase 2,Seoul National University Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Patient Education,Phase 2,University of Virginia,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Pepinemab,Phase 2,Vaccinex Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Pimavanserin tartrate,Phase 2,ACADIA Pharmaceuticals Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Polyamine,Phase 2,"Charite University, Berlin, Germany",unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,Posiphen,Phase 2,Annovis Bio Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Prazosin,Phase 2,Alzheimer's Disease Cooperative Study (ADCS),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,PrimeC,Phase 2,NeuroSense Therapeutics Ltd.,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,PrimePro™/ PrimeMSK™,Phase 2,Thomas Advanced Medical LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Probiotic,Phase 2,"University of Wisconsin, Madison",fuzzy_suggestion,,,,unresolved_naming_alias_issue,Therapeutic Drug,
dashboard_only,Probucol,Phase 2,Douglas Mental Health University Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Progenitor Stem Cell Culture,Phase 2,Department of Medical Services Ministry of Public Health of Thailand,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Proleukin,Phase 2,Centre Hospitalier St Anne,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,R-pramipexole,Phase 2,Virginia Commonwealth University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RB-ADSC,Phase 2,"Regeneration Biomedical, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RO4602522,Phase 2,Hoffmann-La Roche,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RO5313534,Phase 2,Hoffmann-La Roche,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RO7126209,Phase 2,Hoffmann-La Roche,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RP902,Phase 2,"Risen (Suzhou) Pharma Tech Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,RPh201,Phase 2,Regenera Pharma Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,"RPh201, botanical drug product",Phase 2,Regenera Pharma Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Ramelteon,Phase 2,Takeda,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rapamycin,Phase 2,The University of Texas Health Science Center at San Antonio,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rasagiline,Phase 2,"Teva Branded Pharmaceutical Products R&D, Inc.; The Cleveland Clinic",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Regular Insulin,Phase 2,University of Washington,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Resveratrol,Phase 2,Alzheimer's Disease Cooperative Study (ADCS),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,"Resveratrol, Quercetin, and Curcumin (RQC)",Phase 2,Zaparackas and Knepper LTD,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Revusiran (ALN-TTRSC),Phase 2,Alnylam Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rifaximin 550 milligrams (MG),Phase 2,Duke University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rifaximin SSD,Phase 2,Jasmohan Bajaj,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Riluzole,Phase 2,Icahn School of Medicine at Mount Sinai,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Rotigotine patch,Phase 2,I.R.C.C.S. Fondazione Santa Lucia,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,S-equol,Phase 2,"Akira Sekikawa; Russell Swerdlow, MD",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,S47445,Phase 2,Institut de Recherches Internationales Servier,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SAGE-718,Phase 2,"Supernus Pharmaceuticals, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SAM-531,Phase 2,Pfizer; Wyeth is now a wholly owned subsidiary of Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SAR110894,Phase 2,Sanofi,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SAR448851,Phase 2,Sanofi,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SB-742457,Phase 2,GlaxoSmithKline,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SCI -110,Phase 2,The Israeli Medical Center for Alzheimer's,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SGS742,Phase 2,Saegis Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SNK01,Phase 2,"NKGen Biotech, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SR57667B,Phase 2,Sanofi,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SRA-333,Phase 2,Wyeth is now a wholly owned subsidiary of Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SSR180711C,Phase 2,Sanofi,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,ST101,Phase 2,"Sonexa Therapeutics, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,STA-1,Phase 2,"Sinphar Pharmaceutical Co., Ltd",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,SUVN-502,Phase 2,Suven Life Sciences Limited,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Sagramostim,Phase 2,"University of Colorado, Denver",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Sargramostim GZ402664,Phase 2,Sanofi,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Seltorexant,Phase 2,"Janssen Research & Development, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Semaglutide (Rybelsus®),Phase 2,Imperial College London,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Semaglutide Plus IL-2,Phase 2,The Methodist Hospital Research Institute,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Semorinemab,Phase 2,"Genentech, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,T-817MA,Phase 2,"FUJIFILM Toyama Chemical Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,T2:C100,Phase 2,University of Southern California,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TB006,Phase 2,"TrueBinding, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TEP,Phase 2,Immungenetics AG,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TH9507 human growth hormone releasing hormone (GHRH),Phase 2,University of Washington,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,THC-free CBD Oil,Phase 2,Eastern Virginia Medical School,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TML-6,Phase 2,"Merry Life Biomedical Co., Ltd.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TRx0014,Phase 2,TauRx Therapeutics Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,TW001,Phase 2,Treeway B.V.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tacrolimus,Phase 2,Massachusetts General Hospital,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Tamibarotene,Phase 2,Osaka City University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tauroursodeoxycholic Acid and Doxycycline,Phase 2,Brigham and Women's Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Tilavonemab,Phase 2,AbbVie,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,UB-311,Phase 2,United Biomedical; United Neuroscience Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,UCB-J,Phase 2,"University of Wisconsin, Madison",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,UCMSCs,Phase 2,South China Research Center for Stem Cell and Regenerative Medicine,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,VGH-AD1,Phase 2,"Taipei Veterans General Hospital, Taiwan",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,VI-1121,Phase 2,VIVUS LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,VX-745,Phase 2,"EIP Pharma Inc; University Hospital, Toulouse",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Valaciclovir,Phase 2,Hugo Lovheim,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Valacyclovir,Phase 2,Columbia University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Varenicline,Phase 2,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Wei Li Bai,Phase 2,Capital Medical University,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,XBD173,Phase 2,Imperial College London,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Zagotenemab,Phase 2,Eli Lilly and Company,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,[123I]-IBVM,Phase 2,Institute for Neurodegenerative Disorders,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,[18F]MC225,Phase 2,University Medical Center Groningen,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,[C-11]PBR28,Phase 2,Brigham and Women's Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,active: AFFITOPE AD02,Phase 2,Affiris AG,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,adMSC,Phase 2,Paul E Schulz,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,hMSC,Phase 2,Bernard (Barry) Baumel,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,human Mesenchymal Stem Cells,Phase 2,Bernard (Barry) Baumel,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ladostigil hemitartrate,Phase 2,Avraham Pharmaceuticals Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,lecozotan SR,Phase 2,Wyeth is now a wholly owned subsidiary of Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,lutein/zeaxanthin,Phase 2,Oregon Health and Science University,unmatched,,,,non_therapeutic_or_ambiguous,Non-Drug Intervention,
dashboard_only,masitinib (AB1010),Phase 2,AB Science,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,natural product combination-1 (NPC1),Phase 2,Massachusetts General Hospital,unmatched,,,,non_therapeutic_or_ambiguous,Needs Review,
dashboard_only,neflamapimod,Phase 2,EIP Pharma Inc,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,neuropsychologic assessment,Phase 2,"University Hospital, Tours",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,octagam 10%,Phase 2,Octapharma; Sutter Health,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,smart soup,Phase 2,Peking Union Medical College Hospital,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,"tetanus toxoid, reduced diphtheria toxoid and acellular pertussis vaccine",Phase 2,"Mindful Diagnostics and Therapeutics, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,tideglusib,Phase 2,Noscira SA,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,troriluzole,Phase 2,"Biohaven Pharmaceuticals, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,11C-JNJ-63779586,Phase 1,"Janssen Research & Development, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,123-I MNI-187 and Imaging Procedures,Phase 1,Institute for Neurodegenerative Disorders,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,123-I MNI-340,Phase 1,Institute for Neurodegenerative Disorders,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,18F-JSS20-183A PET,Phase 1,University of Pennsylvania,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,18F-PF974,Phase 1,National Institute of Mental Health (NIMH),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,300 mg [C14] CT1812,Phase 1,Cognition Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,8M2D,Phase 1,Cenna Biosciences Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AAB-003 (PF-05236812),Phase 1,Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AAV-hTERT,Phase 1,Libella Gene Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABT-354,Phase 1,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ABT-957,Phase 1,AbbVie,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,AC-1202,Phase 1,Cerecin,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,AC-OLE-01-VA,Phase 1,Cerecin,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ACD856,Phase 1,AlzeCure Pharma,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ACU193,Phase 1,Acumen Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AD16,Phase 1,South China Center For Innovative Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ADAS-Cog evaluation,Phase 1,"University Hospital, Tours",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AGN-242071,Phase 1,Allergan,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,AL003,Phase 1,Alector Inc.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALIA-1758,Phase 1,AbbVie,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALN-APP,Phase 1,Alnylam Pharmaceuticals,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALZ-101,Phase 1,Alzinova AB,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ALZT-OP1 (cromolyn and ibuprofen) ALZT-OP1a (cromolyn) and ALZT-OP1b (ibuprofen),Phase 1,"AZTherapies, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,APNmAb005,Phase 1,"APRINOIA Therapeutics, LLC",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,ASP0777,Phase 1,Astellas Pharma Inc,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AV-1959R (Abeta vaccine),Phase 1,"Nuravax, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD0328,Phase 1,AstraZeneca,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD3293,Phase 1,AstraZeneca,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,AZD3839,Phase 1,AstraZeneca,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Acupuncture,Phase 1,Chengdu University of Traditional Chinese Medicine,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,"Aducanumab (recombinant, fully human anti-Aβ IgG1 mAb)",Phase 1,Biogen,unmatched,,,,historical_or_discontinued,Therapeutic Drug,
dashboard_only,Aftobetin-HCl,Phase 1,"Cognoptix, Inc.",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Alianza Latina,Phase 1,University of Kansas Medical Center,unmatched,,,,non_therapeutic_or_ambiguous,Needs Review,
dashboard_only,Allopregnanolone (intravenous ),Phase 1,University of Southern California,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Alzheimer Disease (AD),Phase 1,Keymed Biosciences Co.Ltd,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Amniotic and Umbilical Cord Tissue Procedure,Phase 1,R3 Stem Cell,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Approximately 100 million cells allogeneic hMSC,Phase 1,Bernard (Barry) Baumel,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BAY1006578,Phase 1,Lantheus Biosciences Ltd.,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BIIB076,Phase 1,Biogen,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BMS-241027,Phase 1,Bristol-Myers Squibb,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BMS-708163 (Gamma-Secretase Inhibitor),Phase 1,Bristol-Myers Squibb,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BMS-984923,Phase 1,Allyx Therapeutics; Yale University,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BMS-9894923,Phase 1,Allyx Therapeutics,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BNC,Phase 1,National Institute on Aging (NIA),unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,BR4002,Phase 1,"Boryung Pharmaceutical Co., Ltd",unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,Begacestat,Phase 1,Wyeth is now a wholly owned subsidiary of Pfizer,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
dashboard_only,C: MK-3134,Phase 1,Merck Sharp & Dohme LLC,unmatched,,,,current_missing_from_nih,Therapeutic Drug,
